,cleaned_message,urgent_cos_sim,non_urgent_cos_sim,urgent,text,username,coordinates,lat,long,geometry
6429,california wild fire please stay safe los angeles california,0.1347719121138378,0.13386113809442518,1,"California wild fires :( ... please stay safe.. @ Los Angeles, California https://www.instagram.com/p/BqDnTAYgGjZjE1dgclJIA9lF99nLNUNFgJyz_80/?utm_source=ig_twitter_share&igshid=16vwy2dhyvvr7 …",Salil Khaladkar,"(39.640139841750994, -121.71505664591244)",39.640139841750994,-121.71505664591244,POINT (-121.7150566459124 39.64013984175099)
6430,please help fire victim went lacookiecon met people organizing vegan thanksgiving homeless conscious alignment saw part aqua faba demo lauren hot food,0.14946901533238338,0.1462829277895134,1,Please help the fire victims.  Went to @lacookiecon Met people organizing a vegan thanksgiving for the homeless conscious_alignment .  Saw part of the aqua faba demo & Lauren Hot for Food.… https://www.instagram.com/p/BqDnVAFHiwp/?utm_source=ig_twitter_share&igshid=zwjbf3cqqvp8 …,Laura Ann Tull is voting for @Biden,"(39.74528762984595, -121.49941319265666)",39.74528762984595,-121.49941319265666,POINT (-121.4994131926567 39.74528762984595)
6431,glad able help victim campfire californiafires donate norcal growing pain child resale store,0.13507268228160785,0.13333035703490725,1,Glad to be able to help victims of the #campfire  #californiafires #donate #norcal @ Growing Pains Children's Resale Store https://www.instagram.com/p/BqDmnueBmJe/?utm_source=ig_twitter_share&igshid=xgfp318c1r6a …,Gianna Bruno,"(39.74760414030526, -121.50369359174222)",39.74760414030526,-121.50369359174222,POINT (-121.5036935917422 39.74760414030526)
6432,last night husband jack doc son doc able get back home wa ok lot smoke morning wind kicked back leave,0.14951519577758282,0.13138972825432588,1,Last night my husband jack_doc and son s_doc were able to get back to our home & it was ok (just lots of smoke).  This morning the winds kicked back up & they just had to leave again. The… https://www.instagram.com/p/BqDmtbin1Bj/?utm_source=ig_twitter_share&igshid=h3fitluyjiek …,Michele Clark,"(39.59502728432906, -121.68112329503288)",39.59502728432906,-121.68112329503288,POINT (-121.6811232950329 39.59502728432906)
6433,med medical sw rd ave sw morrison st portland portland fire rp pdx,0.14454594562867065,0.14440060836856786,1,"MED - MEDICAL at SW 3RD AVE / SW MORRISON ST, PORTLAND, OR [Portland Fire #RP18000093374] 13:26 #pdx911",Mult Co Fire/EMS log,"(39.61682165068839, -121.48423977513293)",39.61682165068839,-121.48423977513293,POINT (-121.4842397751329 39.61682165068839)
6434,get work buddy lcck reuben today firstresponders campfire firefighter police oroville california,0.13848437645513229,0.13527457678564953,1,"I get to work with my buddy #lcck9reuben today. #firstresponders #campfire #firefighter #police @ Oroville, California https://www.instagram.com/p/BqDmWbzlFAz/?utm_source=ig_twitter_share&igshid=16ga079qk1vaq …",Aaron Comfort Dog,"(39.771276707718506, -121.6163825824998)",39.771276707718506,-121.6163825824998,POINT (-121.6163825824998 39.77127670771851)
6435,horrific camp woolsey hill fire california contained thousand firefighter engaged battling flame providing assistance need god,0.13753076535145148,0.1339453647999133,1,"The horrific Camp, Woolsey and Hill fires in California are only 10% contained. Thousands of firefighters are engaged in battling the flames & providing assistance to those in need. 
God… https://www.instagram.com/p/BqDmaJZh0ut/?utm_source=ig_twitter_share&igshid=j510edp4r7nx …",NoHo Farmers Market,"(39.57279847674521, -121.70692337567361)",39.57279847674521,-121.70692337567361,POINT (-121.7069233756736 39.57279847674521)
6436,med medical block ne tillamook st portland portland fire rp pdx,0.1483638250738756,0.14414186033262855,1,"MED - MEDICAL at 6600 BLOCK OF NE TILLAMOOK ST, PORTLAND, OR [Portland Fire #RP18000093355] 11:58 #pdx911",Mult Co Fire/EMS log,"(39.85192987832068, -121.70488036927784)",39.85192987832068,-121.70488036927784,POINT (-121.7048803692778 39.85192987832068)
6437,med medical block se division st portland portland fire rp pdx,0.147659044921435,0.14199358119185848,1,"MED - MEDICAL at 6200 BLOCK OF SE DIVISION ST, PORTLAND, OR [Portland Fire #RP18000093365] 12:45 #pdx911",Mult Co Fire/EMS log,"(39.76664214203541, -121.7738481703066)",39.76664214203541,-121.7738481703066,POINT (-121.7738481703066 39.76664214203541)
6438,med medical block se franklin st portland portland fire rp pdx,0.14831245142885938,0.13855604641134006,1,"MED - MEDICAL at 3700 BLOCK OF SE FRANKLIN ST, PORTLAND, OR [Portland Fire #RP18000093372] 13:19 #pdx911",Mult Co Fire/EMS log,"(39.73634300072945, -121.83312122490823)",39.73634300072945,-121.83312122490823,POINT (-121.8331212249082 39.73634300072945)
6439,med medical block sw th ave portland portland fire rp pdx,0.1479792081896542,0.1381163624739851,1,"MED - MEDICAL at 100 BLOCK OF SW 5TH AVE, PORTLAND, OR [Portland Fire #RP18000093380] 13:52 #pdx911",Mult Co Fire/EMS log,"(39.822881312988, -121.54833822902556)",39.822881312988,-121.54833822902556,POINT (-121.5483382290256 39.822881312988)
6440,southern california native wife first responder people affected fire week weighing heavily mind morning thought,0.14605599136278488,0.14248529357724762,1,"As a Southern California native and the wife of a first responder, all of the people affected by the fires this week were weighing heavily on my mind this morning. I thought... we are so… https://www.instagram.com/p/BqDlyC5ACJr/?utm_source=ig_twitter_share&igshid=cotufixd5ie0 …",Kate Lester,"(39.71121540292836, -121.57616588640286)",39.71121540292836,-121.57616588640286,POINT (-121.5761658864029 39.71121540292836)
6441,med medical block se grand ave portland portland fire rp pdx,0.14480331895856496,0.13333894002952273,1,"MED - MEDICAL at 500 BLOCK OF SE GRAND AVE, PORTLAND, OR [Portland Fire #RP18000093370] 13:02 #pdx911",Mult Co Fire/EMS log,"(39.84011252910173, -121.61863503980938)",39.84011252910173,-121.61863503980938,POINT (-121.6186350398094 39.84011252910173)
6442,med medical sw th ave w burnside st portland portland fire rp pdx,0.14950567041754878,0.14709333404411554,1,"MED - MEDICAL at SW 5TH AVE / W BURNSIDE ST, PORTLAND, OR [Portland Fire #RP18000093375] 13:27 #pdx911",Mult Co Fire/EMS log,"(39.893891022101116, -121.60310251035372)",39.893891022101116,-121.60310251035372,POINT (-121.6031025103537 39.89389102210112)
6443,med medical block ne th ave portland portland fire rp pdx,0.14870067712941598,0.1374521647996507,1,"MED - MEDICAL at 300 BLOCK OF NE 11TH AVE, PORTLAND, OR [Portland Fire #RP18000093366] 12:49 #pdx911",Mult Co Fire/EMS log,"(39.67250241162505, -121.669666454595)",39.67250241162505,-121.669666454595,POINT (-121.669666454595 39.67250241162505)
6444,almcom monitored commercial fire alarm block sw king ave portland portland fire rp pdx,0.14316127629867909,0.1402402206143203,1,"ALMCOM - MONITORED COMMERCIAL FIRE ALARM at 800 BLOCK OF SW KING AVE, PORTLAND, OR [Portland Fire #RP18000093378] 13:30 #pdx911",Mult Co Fire/EMS log,"(39.75724299806682, -121.54056366055922)",39.75724299806682,-121.54056366055922,POINT (-121.5405636605592 39.75724299806682)
6445,justmarried chuck quinn paradise wedding chapel,0.14884384242895432,0.14372623290292738,1,#justmarried #chuck quinn @ Paradise Wedding Chapel https://www.instagram.com/p/BqDjGjThMUg/?utm_source=ig_twitter_share&igshid=1danam56yjwl4 …,Soap Junkii Bath + Body,"(39.74516406322354, -121.56885456381737)",39.74516406322354,-121.56885456381737,POINT (-121.5688545638174 39.74516406322354)
6446,california firefighter need help get please drop following local fire station also donation made lafdfounfation humane,0.14527400563433648,0.14068726783182356,1,"The #California #firefighters need all the #help they can get! Please drop off the following at your local fire stations, also donations can be made to @lafdfounfation & the Humane… https://www.instagram.com/p/BqDi1iBg9Gz/?utm_source=ig_twitter_share&igshid=1r5tug18drsyk …",Kathryn Jost,"(39.88725030148358, -121.60649683011782)",39.88725030148358,-121.60649683011782,POINT (-121.6064968301178 39.88725030148358)
6447,med medical nw th ave nw glisan st portland portland fire rp pdx,0.14774755539101014,0.14076967930702527,1,"MED - MEDICAL at NW 5TH AVE / NW GLISAN ST, PORTLAND, OR [Portland Fire #RP18000093367] 12:50 #pdx911",Mult Co Fire/EMS log,"(39.72653995609701, -121.66413241215402)",39.72653995609701,-121.66413241215402,POINT (-121.664132412154 39.72653995609701)
6448,love everyone california effected devastating fire pray get safety safely favorite place world stop burning thank,0.1447500208150773,0.13673189856162446,1,"All of my love to everyone in California being effected by the most devastating fires. I pray you all get to safety, safely. And that my favorite place in the world stops burning  thank… https://www.instagram.com/p/BqDingKHsIb/?utm_source=ig_twitter_share&igshid=af9zp4f4gfmm …",E,"(39.57440873338976, -121.68342403831026)",39.57440873338976,-121.68342403831026,POINT (-121.6834240383103 39.57440873338976)
6449,thing fire pasta game amanosf san francisco ca pic twitter com fpkk cciw,0.14219399125741128,0.13622416140624272,1,"The only thing on fire here is their pasta game.   (at @aManoSf in San Francisco, CA) https://www.swarmapp.com/c/4gZtRMSFfDc pic.twitter.com/fpKk8cCIw5",Kyle Minor: Currently Panic Baking 🍪🧁🥧🥮🍰🍪,"(39.59427255338742, -121.48703581227633)",39.59427255338742,-121.48703581227633,POINT (-121.4870358122763 39.59427255338742)
6450,one way forward research research hope researchishope endalz endalzheimers pedalling acure myjudy paradise valley arizona,0.1353767385835671,0.13140291906641488,1,"The one way forward Research. Research is Hope, for all.

#ResearchIsHope
#EndAlz
#EndAlzheimers
#Pedalling4ACure
#4MyJudy @ Paradise Valley, Arizona https://www.instagram.com/p/BqDiu5vnUTR/?utm_source=ig_twitter_share&igshid=qlcrfa1l1o50 …",Rosario Strano 🍊,"(39.58879618973036, -121.6296641747474)",39.58879618973036,-121.6296641747474,POINT (-121.6296641747474 39.58879618973036)
6451,nice getting smoke hour anza california,0.14003634906224482,0.13849778474571112,1,"Nice getting out of the smoke for a few hours @ Anza, California https://www.instagram.com/p/BqDiozzBjCi/?utm_source=ig_twitter_share&igshid=xpyyjxr63wei …",🎶Tito Ricci,"(39.57302074367897, -121.53374203268511)",39.57302074367897,-121.53374203268511,POINT (-121.5337420326851 39.57302074367897)
6452,med medical block se th ave portland portland fire rp pdx,0.14841589830592247,0.14002555460286728,1,"MED - MEDICAL at 100 BLOCK OF SE 146TH AVE, PORTLAND, OR [Portland Fire #RP18000093364] 12:29 #pdx911",Mult Co Fire/EMS log,"(39.75477619378995, -121.57864292683108)",39.75477619378995,-121.57864292683108,POINT (-121.5786429268311 39.75477619378995)
6453,accident w fire right lane blocked tonopah wb west th ave exit phxtraffic,0.1428873728421486,0.13578495993961834,1,Accident w / fire - right lane blocked in #Tonopah on I - 10 WB west of 411th Ave --- Exit 94 #PHXtraffic http://bit.ly/17hvnJU ,TTN Phoenix,"(39.73178050506309, -121.76134833455062)",39.73178050506309,-121.76134833455062,POINT (-121.7613483345506 39.73178050506309)
6454,med medical block ne th ave portland portland fire rp pdx,0.14870067712941598,0.1374521647996507,1,"MED - MEDICAL at 500 BLOCK OF NE 100TH AVE, PORTLAND, OR [Portland Fire #RP18000093360] 12:18 #pdx911",Mult Co Fire/EMS log,"(39.57952214820571, -121.52808676830965)",39.57952214820571,-121.52808676830965,POINT (-121.5280867683096 39.57952214820571)
6455,ta max traffic accident max train involved h sw th ave sw yamhill st portland portland fire rp pdx,0.14677992444288016,0.14295838629639254,1,"TA1MAX - TRAFFIC ACCIDENT - MAX TRAIN INVOLVED *H at SW 18TH AVE / SW YAMHILL ST, PORTLAND, OR [Portland Fire #RP18000093371] 13:05 #pdx911",Mult Co Fire/EMS log,"(39.80747041226586, -121.57481706385168)",39.80747041226586,-121.57481706385168,POINT (-121.5748170638517 39.80747041226586)
6456,opposite malibu palsoverdes myview fire smoke clear day would able see everything today dogsofinstagram blue pacific,0.14503688883287974,0.14503154395367926,1,"Opposite #Malibu in #PalsoVerdes, #MyView of the #fires is just smoke.  It's a clear day so you would be able to see everything, but not today . #DogsofInstagram and the blue #Pacific… https://www.instagram.com/p/BqDfUBMjM2T/?utm_source=ig_twitter_share&igshid=i0yc3oyvmu06 …",iVannieG 女~❀~,"(39.689614454082935, -121.82183909047072)",39.689614454082935,-121.82183909047072,POINT (-121.8218390904707 39.68961445408294)
6457,first responder going nonstop time well deserved break campfire woolseyfire hillfire lakeside california,0.14112010220218782,0.1400655509698986,1,"First Responders have been going nonstop, time for a well deserved break. 
#campfire
#woolseyfire
#hillfire
 @ Lakeside, California https://www.instagram.com/p/BqDgDxHhMoDS-nQ-Sp7RcYUcaCq4dRWOl4MTcA0/?utm_source=ig_twitter_share&igshid=srld4yaix57k …",Ashley,"(39.68579567067894, -121.52296560667362)",39.68579567067894,-121.52296560667362,POINT (-121.5229656066736 39.68579567067894)
6458,vehicle fire left lane open tonopah wb west th ave exit phxtraffic,0.14917084082136262,0.14231559608085453,1,Vehicle fire - only the left lane is open in #Tonopah on I - 10 WB west of 411th Ave --- Exit 94 #PHXtraffic http://bit.ly/17hvnJU ,TTN Phoenix,"(39.756903150884476, -121.68654718317092)",39.756903150884476,-121.68654718317092,POINT (-121.6865471831709 39.75690315088448)
6459,med medical block ne rd ave portland portland fire rp pdx,0.14634067143012466,0.13349590978620346,1,"MED - MEDICAL at 3300 BLOCK OF NE 73RD AVE, PORTLAND, OR [Portland Fire #RP18000093356] 12:01 #pdx911",Mult Co Fire/EMS log,"(39.79628503746413, -121.65310804876046)",39.79628503746413,-121.65310804876046,POINT (-121.6531080487605 39.79628503746413)
6460,med medical se th ave se powell blvd portland fire rp pdx,0.14949339006630002,0.14220709925577762,1,MED - MEDICAL at SE 112TH AVE / SE POWELL BLVD [Portland Fire #RP18000093359] 12:15 #pdx911,Mult Co Fire/EMS log,"(39.778091381570746, -121.70081538718668)",39.778091381570746,-121.70081538718668,POINT (-121.7008153871867 39.77809138157075)
6461,yesterday driving sacramento catch lakers play sacramentokings shrouded smoke sun looked like blood orange wa stern reminder effect,0.1452982195573694,0.1430091500121062,1,"Yesterday driving up to Sacramento to catch the @lakers play the sacramentokings and we were shrouded in smoke. The sun looked like a blood orange, and was a stern reminder of the effects… https://www.instagram.com/p/BqDfEqXAayP/?utm_source=ig_twitter_share&igshid=1uzt29euom8n8 …",Tommy Marquez,"(39.743400409312244, -121.82665258167187)",39.743400409312244,-121.82665258167187,POINT (-121.8266525816719 39.74340040931224)
6462,holiday serve call u catering need happy book event deliver smoke site brewhawg,0.146063118273825,0.13922178732125526,1,"The Holidays are here and we are here to serve you! Call us for all your catering needs, 7145024053, we will be happy to book your event! We deliver or can smoke on site. #brewhawg… https://www.instagram.com/p/BqDegPygbg2/?utm_source=ig_twitter_share&igshid=1xrs80kwj1ys7 …",Brew Hawg BBQ,"(39.75314000654661, -121.58833709316858)",39.75314000654661,-121.58833709316858,POINT (-121.5883370931686 39.75314000654661)
6463,med medical block se holgate blvd portland portland fire rp pdx,0.14439583473096548,0.13482216673496886,1,"MED - MEDICAL at 12000 BLOCK OF SE HOLGATE BLVD, PORTLAND, OR [Portland Fire #RP18000093353] 11:51 #pdx911",Mult Co Fire/EMS log,"(39.90269492924004, -121.77427201958128)",39.90269492924004,-121.77427201958128,POINT (-121.7742720195813 39.90269492924004)
6464,thanks came impromptu benefit concert affected california fire raised money ha gone ventura county community,0.14856351612279187,0.14825384986474122,1,"Thanks to all who came to our impromptu benefit concert for those affected by the California fires. We raised about $1200, and the money has gone to the Ventura County Community… https://www.instagram.com/p/BqDd6JaheqF/?utm_source=ig_twitter_share&igshid=ebbqh0np0ssv …",Renee Safier,"(39.93136557638843, -121.65045867607597)",39.93136557638843,-121.65045867607597,POINT (-121.650458676076 39.93136557638843)
6465,view malibu much different heartbreaking family safe sending thought brave folk fighting fire need help staying away,0.14553007656654382,0.13924347390004727,1,The view of Malibu now is much different and very heartbreaking. But our family is safe and sending thoughts to those brave folks fighting the fires. They need our help by staying away… https://www.instagram.com/p/BqDdqcegCYL/?utm_source=ig_twitter_share&igshid=ravev2j0nj3y …,Outlined Cloth,"(39.858798230822394, -121.62235216929717)",39.858798230822394,-121.62235216929717,POINT (-121.6223521692972 39.85879823082239)
6466,lane closed due vehicle fire tonopah wb west th ave exit phxtraffic,0.14891059254732694,0.1435709530742792,1,All lanes closed due to vehicle fire in #Tonopah on I - 10 WB west of 411th Ave --- Exit 94 #PHXtraffic http://bit.ly/17hvnJU ,TTN Phoenix,"(39.60221923641921, -121.64293618246336)",39.60221923641921,-121.64293618246336,POINT (-121.6429361824634 39.60221923641921)
6467,med medical block se harney st portland portland fire rp pdx,0.14347618992563832,0.13761127344788607,1,"MED - MEDICAL at 8200 BLOCK OF SE HARNEY ST, PORTLAND, OR [Portland Fire #RP18000093346] 11:25 #pdx911",Mult Co Fire/EMS log,"(39.761677781127815, -121.61844680938106)",39.761677781127815,-121.61844680938106,POINT (-121.6184468093811 39.76167778112782)
6468,car fire right shoulder downey eb bellflower blvd stopped traffic back lakewood blvd delay min,0.14221532196287426,0.12745018763364033,1,"Car fire on the right shoulder in #Downey on 105 EB before Bellflower Blvd, stopped traffic back to Lakewood Blvd, delay of 7 mins",Total Traffic LA,"(39.76521508337639, -121.7667713707831)",39.76521508337639,-121.7667713707831,POINT (-121.7667713707831 39.76521508337639)
6469,med medical block se stark st portland portland fire rp pdx,0.14771077151914302,0.1449680487346123,1,"MED - MEDICAL at 14900 BLOCK OF SE STARK ST, PORTLAND, OR [Portland Fire #RP18000093350] 11:31 #pdx911",Mult Co Fire/EMS log,"(39.70641972709225, -121.65154295236005)",39.70641972709225,-121.65154295236005,POINT (-121.65154295236 39.70641972709225)
6470,buddy teddymanhattanbear life paradise cove malibu please use link profile donate one organization helping affected,0.1494503460120946,0.1432745211833241,1,"This is me with my buddy, teddymanhattanbear. She lives in Paradise Cove, in Malibu.

Please use the link in my profile to donate to one of the organizations helping those affected by the… https://www.instagram.com/p/BqDcF5dhzj-/?utm_source=ig_twitter_share&igshid=1toeyivg30x4w …",Katie Devine,"(39.70133495342245, -121.44102379238416)",39.70133495342245,-121.44102379238416,POINT (-121.4410237923842 39.70133495342245)
6471,ha beyond awful week ventura county heart heavy everyone affected tragedy thought prayer go everyone dealing fire,0.14202165908685765,0.13398690624619194,1,This has been a beyond awful week for Ventura County and our hearts are heavy for everyone affected by these tragedies!! Our thoughts and prayers go out to everyone dealing with the fires… https://www.instagram.com/p/BqDb_Y1glI0/?utm_source=ig_twitter_share&igshid=iyqphndldip0 …,p!ay hair lounge,"(39.778493146143504, -121.61132078110586)",39.778493146143504,-121.61132078110586,POINT (-121.6113207811059 39.7784931461435)
6472,med medical block nw irving st portland portland fire rp pdx,0.14432913948341422,0.13491376404612046,1,"MED - MEDICAL at 1700 BLOCK OF NW IRVING ST, PORTLAND, OR [Portland Fire #RP18000093352] 11:46 #pdx911",Mult Co Fire/EMS log,"(39.7199434111179, -121.68675462433464)",39.7199434111179,-121.68675462433464,POINT (-121.6867546243346 39.7199434111179)
6473,need n mask sacramento go broadway fire station pm today mask free campfire chicofire wildfire cafires,0.14111289551359552,0.13881746013378518,1,"If you need a N95 mask in #Sacramento, go to the Broadway Fire Station at 2:30 pm TODAY! They have 7,000 masks for free #CampFire #ChicoFire #Wildfire #CAFires… https://www.instagram.com/p/BqDatYzn1-hldl7UcN_DlUCZk6Qtdo63ugYbUQ0/?utm_source=ig_twitter_share&igshid=175cf777acx5e …",kenna (she/they),"(39.861149601797294, -121.49711768529448)",39.861149601797294,-121.49711768529448,POINT (-121.4971176852945 39.86114960179729)
6474,med medical block nw hoyt st portland portland fire rp pdx,0.14384119071024035,0.1359310081749481,1,"MED - MEDICAL at 600 BLOCK OF NW HOYT ST, PORTLAND, OR [Portland Fire #RP18000093347] 11:26 #pdx911",Mult Co Fire/EMS log,"(39.81297314893959, -121.4818644206796)",39.81297314893959,-121.4818644206796,POINT (-121.4818644206796 39.81297314893959)
6475,med medical block se main st portland portland fire rp pdx,0.1473428239415766,0.14374564667266626,1,"MED - MEDICAL at 15500 BLOCK OF SE MAIN ST, PORTLAND, OR [Portland Fire #RP18000093362] 12:18 #pdx911",Mult Co Fire/EMS log,"(39.87752287913865, -121.75835524536029)",39.87752287913865,-121.75835524536029,POINT (-121.7583552453603 39.87752287913865)
6476,thank served veteransday also appreciate prayer thought sent way past day evacuating town due fire,0.14931743490013602,0.14899114372385452,1,"Thank you to those who have served. #veteransday 
•
Also, I appreciate all the prayers and thoughts sent my way during these past few days. After evacuating my town due to the fires here… https://www.instagram.com/p/BqDa_d8h-2w/?utm_source=ig_twitter_share&igshid=snb53m70bej2 …",Dalton Cyr,"(39.65490932580115, -121.62810691601311)",39.65490932580115,-121.62810691601311,POINT (-121.6281069160131 39.65490932580115)
6477,med medical block se holgate blvd portland portland fire rp pdx,0.14439583473096548,0.13482216673496886,1,"MED - MEDICAL at 2900 BLOCK OF SE HOLGATE BLVD, PORTLAND, OR [Portland Fire #RP18000093343] 11:05 #pdx911",Mult Co Fire/EMS log,"(39.619702259823164, -121.50378378272694)",39.619702259823164,-121.50378378272694,POINT (-121.5037837827269 39.61970225982316)
6478,med medical block ne holladay st portland portland fire rp pdx,0.14324526125669745,0.13422996246844107,1,"MED - MEDICAL at 500 BLOCK OF NE HOLLADAY ST, PORTLAND, OR [Portland Fire #RP18000093349] 11:29 #pdx911",Mult Co Fire/EMS log,"(39.78803019270065, -121.50714490656792)",39.78803019270065,-121.50714490656792,POINT (-121.5071449065679 39.78803019270065)
6479,thanking vet n vet day yesterday n always love miltary family thank serving paradise nevada,0.1484340727372568,0.13771175053518336,1,"Thanking my Vet n ALL VETS 2Day, yesterdays n always!! I love my Miltary family Thank You for serving  @ Paradise, Nevada https://www.instagram.com/p/BqDalH4B8vL/?utm_source=ig_twitter_share&igshid=p0s2qb0ql8un …",Cee Spur,"(39.78564513673772, -121.66333181535896)",39.78564513673772,-121.66333181535896,POINT (-121.663331815359 39.78564513673772)
6480,done putting green hole puttinggreen golf fringe golfer paradisevalley paradisevalleyaz syntheticgrass paradise valley arizona,0.13750018162868724,0.13642011831004214,1,"All done with putting green 10 holes #puttinggreen #golf #fringe #golfer #paradisevalley #paradisevalleyaz #syntheticgrass @ Paradise Valley, Arizona https://www.instagram.com/p/BqDahmklqV9/?utm_source=ig_twitter_share&igshid=f6fdmaydqja8 …","Botanist, LLC","(39.677531716591396, -121.74907445137278)",39.677531716591396,-121.74907445137278,POINT (-121.7490744513728 39.6775317165914)
6481,going lie felt trivial tragedy fire california tape workout bodybethankful day challenge next week promised,0.14241287936584052,0.1393295737351171,1,I’m not going to lie - it felt so trivial (with the tragedy of the fires here in California) to tape these workouts for the #BodyBeThankful 5-day Challenge next week. But I promised them… https://www.instagram.com/p/BqDY4coAW5n/?utm_source=ig_twitter_share&igshid=1hj9p88pkzg8k …,Sara Haley,"(39.87191777803222, -121.43648387627634)",39.87191777803222,-121.43648387627634,POINT (-121.4364838762763 39.87191777803222)
6482,med medical block ne th ave portland portland fire rp pdx,0.14870067712941598,0.1374521647996507,1,"MED - MEDICAL at 200 BLOCK OF NE 136TH AVE, PORTLAND, OR [Portland Fire #RP18000093357] 12:05 #pdx911",Mult Co Fire/EMS log,"(39.80569691985857, -121.4822633692646)",39.80569691985857,-121.4822633692646,POINT (-121.4822633692646 39.80569691985857)
6483,blessed people life always willing help family hoping everyone safe fire continue woolseyfire los angeles california,0.1380584119496556,0.13345701013192918,1,"Blessed to have the people I have on my life that always willing to help me and my family. Hoping everyone is safe as the fires continue. #woolseyfire @ Los Angeles, California https://www.instagram.com/p/BqDaDAdltgi/?utm_source=ig_twitter_share&igshid=q9i8jlr5szom …",Alescky,"(39.866086212374455, -121.80626477479159)",39.866086212374455,-121.80626477479159,POINT (-121.8062647747916 39.86608621237446)
6484,med medical block se powell blvd portland portland fire rp pdx,0.14568828761067334,0.1334844719900355,1,"MED - MEDICAL at 13300 BLOCK OF SE POWELL BLVD, PORTLAND, OR [Portland Fire #RP18000093348] 11:28 #pdx911",Mult Co Fire/EMS log,"(39.63879716058013, -121.71298606217218)",39.63879716058013,-121.71298606217218,POINT (-121.7129860621722 39.63879716058013)
6485,smokey bear say oy prevent forest fire san francisco california,0.13568183795243907,0.1294381843128857,1,"Smokey the bear says oy you can prevent forest fires! @ San Francisco, California https://www.instagram.com/p/BqDZqHVgKL0roUUeDtWRDwoaZsOpzwOxjEkngU0/?utm_source=ig_twitter_share&igshid=7l6x7ovg2hk7 …",Leroy Johnson,"(39.603028709905885, -121.60656229375746)",39.603028709905885,-121.60656229375746,POINT (-121.6065622937575 39.60302870990589)
6486,med medical block n expo rd portland portland fire rp pdx,0.14286479165595925,0.13174311811385106,1,"MED - MEDICAL at 11100 BLOCK OF N EXPO RD, PORTLAND, OR [Portland Fire #RP18000093340] 10:41 #pdx911",Mult Co Fire/EMS log,"(39.668470041402735, -121.47030401114434)",39.668470041402735,-121.47030401114434,POINT (-121.4703040111443 39.66847004140273)
6487,med medical block se knapp st portland portland fire rp pdx,0.15021975514602454,0.13973367799278738,1,"MED - MEDICAL at 5700 BLOCK OF SE KNAPP ST, PORTLAND, OR [Portland Fire #RP18000093345] 11:20 #pdx911",Mult Co Fire/EMS log,"(39.69002432765052, -121.63854045740933)",39.69002432765052,-121.63854045740933,POINT (-121.6385404574093 39.69002432765052)
6488,well lemonade lemon today wa canceled fire air quality concern stubborn needing training,0.13742690770822386,0.13341044115538964,1,"Well...lemonade out of lemons. Today 1/2 was canceled because of the fires and air quality concerns. So, being stubborn and needing the training...I did 13… https://www.instagram.com/p/BqDZYbfH02bUPax9XdXRnrsy-zXQK3MW4bNZtg0/?utm_source=ig_twitter_share&igshid=8wo34wld0fph …",Kelly Burich,"(39.71292948055496, -121.66438303690106)",39.71292948055496,-121.66438303690106,POINT (-121.6643830369011 39.71292948055496)
6489,med medical block se rhine st portland portland fire rp pdx,0.14507653835207868,0.14093031743745518,1,"MED - MEDICAL at 8200 BLOCK OF SE RHINE ST, PORTLAND, OR [Portland Fire #RP18000093344] 11:15 #pdx911",Mult Co Fire/EMS log,"(39.74607007293004, -121.6475691745787)",39.74607007293004,-121.6475691745787,POINT (-121.6475691745787 39.74607007293004)
6490,back fire duty awful heart go homeowner west hill california,0.14097656694086896,0.13977073852454525,1,"Back out on fire duty. Awful. Heart goes out to those homeowners  @ West Hills, California https://www.instagram.com/p/BqDZE74F8rh/?utm_source=ig_twitter_share&igshid=zf9mda02lxza …",Phil Lavelle 📺,"(39.85282239501209, -121.65480368257882)",39.85282239501209,-121.65480368257882,POINT (-121.6548036825788 39.85282239501209)
